OBJECTID,METER_ID,VENDOR,PAY_POLICY,PARK_NO_PAY,TOW_AWAY,BLK_NO,STREET,LONGITUDE,LATITUDE,G_DISTRICT,G_SUBZONE,G_ZONE,BASE_RATE
6490,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,CHAR,NEWBURY ST EXT,-71.096833,42.348,DISTRICT 0,0KC,KC,0.25
6491,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,CHAR,NEWBURY ST EXT,-71.096902,42.348,DISTRICT 0,0KC,KC,0.25
6492,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,CHAR,NEWBURY ST EXT,-71.09697,42.348015,DISTRICT 0,0KC,KC,0.25
6493,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,CHAR,NEWBURY ST EXT,-71.097034,42.34804,DISTRICT 0,0KC,KC,0.25
6494,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,CHAR,NEWBURY ST EXT,-71.097097,42.348067,DISTRICT 0,0KC,KC,0.25
6495,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,CHAR,NEWBURY ST EXT,-71.09716,42.348092,DISTRICT 0,0KC,KC,0.25
6496,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,CHAR,NEWBURY ST EXT,-71.097225,42.348121,DISTRICT 0,0KC,KC,0.25
6497,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,BROO,COMMONWEALTH AV,-71.096808,42.348703,DISTRICT 0,0KC,KC,0.25
6498,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,BROO,COMMONWEALTH AV,-71.09672,42.348705,DISTRICT 0,0KC,KC,0.25
6499,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,BROO,COMMONWEALTH AV,-71.096632,42.348707,DISTRICT 0,0KC,KC,0.25
6500,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,BROO,COMMONWEALTH AV,-71.096544,42.348708,DISTRICT 0,0KC,KC,0.25
6501,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,BROO,COMMONWEALTH AV,-71.096456,42.34871,DISTRICT 0,0KC,KC,0.25
6502,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,BROO,COMMONWEALTH AV,-71.096368,42.348712,DISTRICT 0,0KC,KC,0.25
6503,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,BROO,COMMONWEALTH AV,-71.09628,42.348714,DISTRICT 0,0KC,KC,0.25
6504,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,BROO,COMMONWEALTH AV,-71.096193,42.348715,DISTRICT 0,0KC,KC,0.25
6505,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,BROO,COMMONWEALTH AV,-71.096105,42.348717,DISTRICT 0,0KC,KC,0.25
6506,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,BROO,COMMONWEALTH AV,-71.096017,42.348719,DISTRICT 0,0KC,KC,0.25
6507,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,BROO,COMMONWEALTH AV,-71.095929,42.348721,DISTRICT 0,0KC,KC,0.25
6508,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,BROO,COMMONWEALTH AV,-71.095841,42.348722,DISTRICT 0,0KC,KC,0.25
6509,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,BROO,COMMONWEALTH AV,-71.095753,42.348724,DISTRICT 0,0KC,KC,0.25
6510,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,BROO,COMMONWEALTH AV,-71.095665,42.348726,DISTRICT 0,0KC,KC,0.25
6511,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,KENM,COMMONWEALTH AV,-71.094603,42.348753,DISTRICT 0,0KC,KC,0.25
6512,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,KENM,COMMONWEALTH AV,-71.094525,42.348754,DISTRICT 0,0KC,KC,0.25
6513,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,KENM,COMMONWEALTH AV,-71.094446,42.348755,DISTRICT 0,0KC,KC,0.25
6514,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,KENM,COMMONWEALTH AV,-71.094368,42.348756,DISTRICT 0,0KC,KC,0.25
6515,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,KENM,COMMONWEALTH AV,-71.094289,42.348757,DISTRICT 0,0KC,KC,0.25
6516,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,KENM,COMMONWEALTH AV,-71.094211,42.348758,DISTRICT 0,0KC,KC,0.25
6517,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,KENM,COMMONWEALTH AV,-71.094132,42.348759,DISTRICT 0,0KC,KC,0.25
6518,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,KENM,COMMONWEALTH AV,-71.094054,42.34876,DISTRICT 0,0KC,KC,0.25
6519,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,KENM,COMMONWEALTH AV,-71.093975,42.348761,DISTRICT 0,0KC,KC,0.25
6520,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,KENM,COMMONWEALTH AV,-71.093897,42.348762,DISTRICT 0,0KC,KC,0.25
6521,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,KENM,COMMONWEALTH AV,-71.093819,42.348762,DISTRICT 0,0KC,KC,0.25
6522,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,KENM,COMMONWEALTH AV,-71.09374,42.348763,DISTRICT 0,0KC,KC,0.25
6523,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,KENM,COMMONWEALTH AV,-71.093662,42.348764,DISTRICT 0,0KC,KC,0.25
6524,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,KENM,COMMONWEALTH AV,-71.093583,42.348765,DISTRICT 0,0KC,KC,0.25
6525,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,KENM,COMMONWEALTH AV,-71.093505,42.348766,DISTRICT 0,0KC,KC,0.25
6526,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,KENM,COMMONWEALTH AV,-71.093426,42.348767,DISTRICT 0,0KC,KC,0.25
6527,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,KENM,COMMONWEALTH AV,-71.093348,42.348768,DISTRICT 0,0KC,KC,0.25
6528,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,KENM,COMMONWEALTH AV,-71.093269,42.348769,DISTRICT 0,0KC,KC,0.25
6529,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,KENM,COMMONWEALTH AV,-71.093191,42.34877,DISTRICT 0,0KC,KC,0.25
6530,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,CHAR,COMMONWEALTH AV,-71.093065,42.349218,DISTRICT 0,0KC,KC,0.25
6531,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,CHAR,COMMONWEALTH AV,-71.093141,42.349217,DISTRICT 0,0KC,KC,0.25
6532,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,CHAR,COMMONWEALTH AV,-71.093217,42.349216,DISTRICT 0,0KC,KC,0.25
6533,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,CHAR,COMMONWEALTH AV,-71.093293,42.349216,DISTRICT 0,0KC,KC,0.25
6534,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,CHAR,COMMONWEALTH AV,-71.093369,42.349215,DISTRICT 0,0KC,KC,0.25
6535,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,CHAR,COMMONWEALTH AV,-71.093445,42.349214,DISTRICT 0,0KC,KC,0.25
6536,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,CHAR,COMMONWEALTH AV,-71.093521,42.349213,DISTRICT 0,0KC,KC,0.25
6537,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,CHAR,COMMONWEALTH AV,-71.093597,42.349212,DISTRICT 0,0KC,KC,0.25
6538,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,CHAR,COMMONWEALTH AV,-71.093673,42.349212,DISTRICT 0,0KC,KC,0.25
6539,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,CHAR,COMMONWEALTH AV,-71.093749,42.349211,DISTRICT 0,0KC,KC,0.25
6540,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,CHAR,COMMONWEALTH AV,-71.093825,42.34921,DISTRICT 0,0KC,KC,0.25
6541,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,CHAR,COMMONWEALTH AV,-71.093902,42.349209,DISTRICT 0,0KC,KC,0.25
6542,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,CHAR,COMMONWEALTH AV,-71.093978,42.349208,DISTRICT 0,0KC,KC,0.25
6543,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,CHAR,COMMONWEALTH AV,-71.094054,42.349207,DISTRICT 0,0KC,KC,0.25
6544,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,CHAR,COMMONWEALTH AV,-71.09413,42.349207,DISTRICT 0,0KC,KC,0.25
6545,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,CHAR,COMMONWEALTH AV,-71.094206,42.349206,DISTRICT 0,0KC,KC,0.25
6546,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,CHAR,COMMONWEALTH AV,-71.094282,42.349205,DISTRICT 0,0KC,KC,0.25
6547,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,CHAR,COMMONWEALTH AV,-71.094358,42.349204,DISTRICT 0,0KC,KC,0.25
6548,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,CHAR,COMMONWEALTH AV,-71.094434,42.349203,DISTRICT 0,0KC,KC,0.25
6549,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,CHAR,COMMONWEALTH AV,-71.09451,42.349203,DISTRICT 0,0KC,KC,0.25
6550,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,CHAR,COMMONWEALTH AV,-71.094586,42.349202,DISTRICT 0,0KC,KC,0.25
6551,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,CHAR,COMMONWEALTH AV,-71.094662,42.349201,DISTRICT 0,0KC,KC,0.25
6552,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,RALE,BEACON ST,-71.094197,42.349492,DISTRICT 0,0KC,KC,0.25
6553,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,RALE,BEACON ST,-71.094115,42.349514,DISTRICT 0,0KC,KC,0.25
6554,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,RALE,BEACON ST,-71.094034,42.349537,DISTRICT 0,0KC,KC,0.25
6555,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,RALE,BEACON ST,-71.093953,42.349559,DISTRICT 0,0KC,KC,0.25
6556,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,RALE,BEACON ST,-71.093871,42.349582,DISTRICT 0,0KC,KC,0.25
6557,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,RALE,BEACON ST,-71.09379,42.349604,DISTRICT 0,0KC,KC,0.25
6558,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,RALE,BEACON ST,-71.093709,42.349627,DISTRICT 0,0KC,KC,0.25
6559,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,RALE,BEACON ST,-71.093627,42.34965,DISTRICT 0,0KC,KC,0.25
6560,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,RALE,BEACON ST,-71.093546,42.349672,DISTRICT 0,0KC,KC,0.25
6561,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,RALE,BEACON ST,-71.093465,42.349695,DISTRICT 0,0KC,KC,0.25
6562,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,RALE,BEACON ST,-71.093384,42.349717,DISTRICT 0,0KC,KC,0.25
6563,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,RALE,BEACON ST,-71.093302,42.34974,DISTRICT 0,0KC,KC,0.25
6564,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,RALE,BEACON ST,-71.093221,42.349762,DISTRICT 0,0KC,KC,0.25
6565,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,RALE,BEACON ST,-71.09314,42.349785,DISTRICT 0,0KC,KC,0.25
6566,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,RALE,BEACON ST,-71.093058,42.349807,DISTRICT 0,0KC,KC,0.25
6567,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,RALE,BEACON ST,-71.092977,42.34983,DISTRICT 0,0KC,KC,0.25
6568,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,DEER,COMMONWEALTH AV,-71.097689,42.349117,DISTRICT 0,0KC,KC,0.25
6569,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,DEER,COMMONWEALTH AV,-71.097812,42.349131,DISTRICT 0,0KC,KC,0.25
6570,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,DEER,COMMONWEALTH AV,-71.097934,42.349144,DISTRICT 0,0KC,KC,0.25
6571,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,DEER,COMMONWEALTH AV,-71.098057,42.349158,DISTRICT 0,0KC,KC,0.25
6572,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,DEER,COMMONWEALTH AV,-71.098179,42.349172,DISTRICT 0,0KC,KC,0.25
6573,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,DEER,COMMONWEALTH AV,-71.098302,42.349185,DISTRICT 0,0KC,KC,0.25
6574,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,DEER,COMMONWEALTH AV,-71.098425,42.349199,DISTRICT 0,0KC,KC,0.25
6575,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,DEER,COMMONWEALTH AV,-71.098547,42.349212,DISTRICT 0,0KC,KC,0.25
6576,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,DEER,COMMONWEALTH AV,-71.09867,42.349226,DISTRICT 0,0KC,KC,0.25
6577,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,DEER,COMMONWEALTH AV,-71.098792,42.34924,DISTRICT 0,0KC,KC,0.25
6578,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,DEER,COMMONWEALTH AV,-71.098915,42.349253,DISTRICT 0,0KC,KC,0.25
6579,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,DEER,COMMONWEALTH AV,-71.099037,42.349267,DISTRICT 0,0KC,KC,0.25
6580,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,DEER,COMMONWEALTH AV,-71.09916,42.349281,DISTRICT 0,0KC,KC,0.25
6581,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,DEER,COMMONWEALTH AV,-71.099283,42.349294,DISTRICT 0,0KC,KC,0.25
6582,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,DEER,COMMONWEALTH AV,-71.099405,42.349308,DISTRICT 0,0KC,KC,0.25
6583,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,DEER,COMMONWEALTH AV,-71.099528,42.349322,DISTRICT 0,0KC,KC,0.25
6584,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,DEER,COMMONWEALTH AV,-71.09965,42.349335,DISTRICT 0,0KC,KC,0.25
6585,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,DEER,COMMONWEALTH AV,-71.099773,42.349349,DISTRICT 0,0KC,KC,0.25
6586,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,DEER,COMMONWEALTH AV,-71.099896,42.349362,DISTRICT 0,0KC,KC,0.25
6587,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,DEER,COMMONWEALTH AV,-71.100018,42.349376,DISTRICT 0,0KC,KC,0.25
6588,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,DEER,COMMONWEALTH AV,-71.100141,42.34939,DISTRICT 0,0KC,KC,0.25
6589,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,DEER,COMMONWEALTH AV,-71.100263,42.349403,DISTRICT 0,0KC,KC,0.25
6590,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,DEER,COMMONWEALTH AV,-71.100386,42.349417,DISTRICT 0,0KC,KC,0.25
6591,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,BLAN,COMMONWEALTH AV,-71.100271,42.349103,DISTRICT 0,0KC,KC,0.25
6592,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,BLAN,COMMONWEALTH AV,-71.100132,42.349088,DISTRICT 0,0KC,KC,0.25
6593,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,BLAN,COMMONWEALTH AV,-71.099994,42.349073,DISTRICT 0,0KC,KC,0.25
